timestamp,pid,cpu_percent,memory_percent,rss_kb,command
2026-08-18T00:39:27+0700,87755,1.8,0.2,36144,node server.js
2026-08-18T00:39:28+0700,87755,1.0,0.2,37200,node server.js
2026-08-18T00:39:29+0700,87755,0.9,0.2,37536,node server.js
2026-08-18T00:39:30+0700,87755,1.1,0.2,38320,node server.js
2026-08-18T00:39:31+0700,87755,0.7,0.2,37952,node server.js
2026-08-18T00:39:32+0700,87755,0.6,0.2,33440,node server.js
2026-08-18T00:39:33+0700,87755,0.7,0.2,33696,node server.js
2026-08-18T00:39:34+0700,87755,0.3,0.2,33968,node server.js
2026-08-18T00:39:35+0700,87755,0.4,0.2,34624,node server.js
2026-08-18T00:39:36+0700,87755,0.3,0.2,32640,node server.js
2026-08-18T00:39:37+0700,87755,2.4,0.2,34592,node server.js
2026-08-18T00:39:38+0700,87755,1.3,0.2,33936,node server.js
2026-08-18T00:39:39+0700,87755,1.1,0.2,34064,node server.js
2026-08-18T00:39:41+0700,87755,1.3,0.2,33872,node server.js
2026-08-18T00:39:42+0700,87755,4.4,0.2,35984,node server.js
2026-08-18T00:39:43+0700,87755,7.3,0.2,33088,node server.js
2026-08-18T00:39:44+0700,87755,4.4,0.2,34560,node server.js
2026-08-18T00:39:45+0700,87755,4.1,0.2,32624,node server.js
2026-08-18T00:39:46+0700,87755,2.6,0.2,33040,node server.js
2026-08-18T00:39:47+0700,87755,1.9,0.2,33120,node server.js
2026-08-18T00:39:48+0700,87755,6.3,0.2,30432,node server.js
2026-08-18T00:39:49+0700,87755,2.2,0.2,31408,node server.js
2026-08-18T00:39:50+0700,87755,1.5,0.2,32176,node server.js
2026-08-18T00:39:51+0700,87755,1.9,0.2,37168,node server.js
2026-08-18T00:39:52+0700,87755,1.0,0.2,36672,node server.js
2026-08-18T00:39:53+0700,87755,0.7,0.2,36384,node server.js
2026-08-18T00:39:54+0700,87755,0.7,0.2,35776,node server.js
2026-08-18T00:39:55+0700,87755,1.1,0.2,39664,node server.js
2026-08-18T00:39:56+0700,87755,0.7,0.2,40464,node server.js
2026-08-18T00:39:58+0700,87755,0.8,0.2,40736,node server.js
2026-08-18T00:39:59+0700,87755,0.4,0.2,36368,node server.js
2026-08-18T00:40:00+0700,87755,0.4,0.2,35872,node server.js
2026-08-18T00:40:01+0700,87755,0.3,0.2,33216,node server.js
2026-08-18T00:40:02+0700,87755,0.2,0.2,33072,node server.js
2026-08-18T00:40:03+0700,87755,0.3,0.2,34544,node server.js
2026-08-18T00:40:04+0700,87755,0.4,0.2,32608,node server.js
2026-08-18T00:40:05+0700,87755,0.3,0.2,31920,node server.js
2026-08-18T00:40:06+0700,87755,0.3,0.2,29904,node server.js
2026-08-18T00:40:07+0700,87755,0.4,0.2,32608,node server.js
2026-08-18T00:40:08+0700,87755,0.4,0.2,32688,node server.js
2026-08-18T00:40:09+0700,87755,1.0,0.2,32816,node server.js
2026-08-18T00:40:10+0700,87755,2.0,0.2,32688,node server.js
2026-08-18T00:40:11+0700,87755,2.4,0.2,32160,node server.js
2026-08-18T00:40:12+0700,87755,6.5,0.2,32064,node server.js
2026-08-18T00:40:13+0700,87755,6.5,0.2,33520,node server.js
2026-08-18T00:40:15+0700,87755,2.5,0.2,35984,node server.js
2026-08-18T00:40:16+0700,87755,2.8,0.2,36272,node server.js
2026-08-18T00:40:17+0700,87755,1.6,0.2,34880,node server.js
2026-08-18T00:40:18+0700,87755,1.2,0.2,34832,node server.js
2026-08-18T00:40:19+0700,87755,0.7,0.2,36224,node server.js
2026-08-18T00:40:20+0700,87755,0.7,0.2,34816,node server.js
2026-08-18T00:40:21+0700,87755,0.7,0.2,31440,node server.js
2026-08-18T00:40:22+0700,87755,12.6,0.2,40096,node server.js
2026-08-18T00:40:23+0700,87755,2.4,0.2,38848,node server.js
2026-08-18T00:40:24+0700,87755,1.9,0.2,38176,node server.js
2026-08-18T00:40:25+0700,87755,1.6,0.2,34592,node server.js
2026-08-18T00:40:26+0700,87755,2.4,0.2,32960,node server.js
2026-08-18T00:40:27+0700,87755,3.0,0.2,33600,node server.js
2026-08-18T00:40:28+0700,87755,2.9,0.2,33680,node server.js
2026-08-18T00:40:29+0700,87755,1.8,0.2,29984,node server.js
2026-08-18T00:40:31+0700,87755,3.0,0.2,30256,node server.js
2026-08-18T00:40:32+0700,87755,2.5,0.2,38048,node server.js
2026-08-18T00:40:33+0700,87755,3.3,0.2,38544,node server.js
2026-08-18T00:40:34+0700,87755,4.7,0.2,39920,node server.js
2026-08-18T00:40:35+0700,87755,2.8,0.2,39184,node server.js
2026-08-18T00:40:36+0700,87755,2.7,0.2,39440,node server.js
2026-08-18T00:40:37+0700,87755,3.8,0.2,39600,node server.js
2026-08-18T00:40:38+0700,87755,1.8,0.2,39728,node server.js
2026-08-18T00:40:39+0700,87755,2.0,0.2,33328,node server.js
2026-08-18T00:40:40+0700,87755,2.5,0.2,32352,node server.js
2026-08-18T00:40:41+0700,87755,1.9,0.2,32832,node server.js
2026-08-18T00:40:42+0700,87755,1.7,0.2,33168,node server.js
2026-08-18T00:40:43+0700,87755,1.5,0.2,32896,node server.js
2026-08-18T00:40:44+0700,87755,1.0,0.2,33584,node server.js
2026-08-18T00:40:45+0700,87755,1.5,0.2,34160,node server.js
2026-08-18T00:40:46+0700,87755,1.8,0.2,33808,node server.js
2026-08-18T00:40:47+0700,87755,1.2,0.2,34048,node server.js
2026-08-18T00:40:48+0700,87755,0.7,0.2,33952,node server.js
2026-08-18T00:40:49+0700,87755,0.6,0.2,34032,node server.js
2026-08-18T00:40:50+0700,87755,0.6,0.2,34704,node server.js
2026-08-18T00:40:51+0700,87755,0.4,0.2,33872,node server.js
2026-08-18T00:40:52+0700,87755,1.4,0.2,38768,node server.js
2026-08-18T00:40:53+0700,87755,0.4,0.2,38032,node server.js
2026-08-18T00:40:54+0700,87755,0.4,0.2,37808,node server.js
2026-08-18T00:40:55+0700,87755,0.6,0.2,37664,node server.js
2026-08-18T00:40:56+0700,87755,1.6,0.2,38624,node server.js
2026-08-18T00:40:58+0700,87755,2.5,0.2,34160,node server.js
